English,Lunda,Grammar_Notes,Noun_Class,Verb_Extensions,Agreement_Pattern
Then Jacob sent messengers ahead of him to his brother Esau,Kuhiñahu Yakoba watemesheli tuñanda hambidi yindi nakuya kudi manakwindi Esawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
In the land of Seir the territory of Edom,mwituña daSeyiri iluña damuEdomi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And he commanded them,nawa wayilejeli nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
This is what you will say to my lord to Esau,Awa diwu mazu imukumuleja mwanta wami Esawu nenu,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
This is what your servant Jacob says,Kambuñeyi Yakoba nahoshi nindi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
I have resided with Laban for a long time until now,Ami nashakami naLabani mafuku amavulu kushika nihayinu mpinji,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And I have acquired bulls donkeys sheep and male and female servants,Nawa naheti ayizamba awañombi ayimbuulu anyikoku ambuña awamayala niawambanda,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And I send this message to inform my lord,natemeshi awa mazu akukuleja eyi mwanta wami,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
In order to find favor in your eyes,kulonda wuntiyi kuwaha,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
In time the messengers returned to Jacob,Mukuhita kwampinji atuñanda afuntili kudi Yakoba,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Saying We met your brother Esau,nakumuleja nawu Twamuwana manakweyi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And he is now on his way to meet you,nakwinza nakukukinkilila,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And there are 400 men with him,nawa wudi nawamayala 400,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And Jacob became very frightened and anxious,Yakoba watiyili woma nankashi nikwakama,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
So he divided the people who were with him,Dichi waambwili antu adiñayi nawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
As well as the flocks the cattle and the camels,nianyikoku nawampembi añombi niangameli,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Into two camps,mumazanvu ayedi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
He said If Esau attacks the one camp,Wahosheli nindi Neyi Esawu wukulukukahu izanvu dimu,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Then the other camp will be able to escape,izanvu dikwawu dikutwesha kutemuka,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
After that Jacob said,Hanyima yachumichi Yakoba wahosheli nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
O God of my father Abraham and God of my father Isaac,Eyi Nzambi yankaaka yami Abarahama nawa Nzambi yatata yami Isaka,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
O Jehovah you who are saying to me,eyi Yehova eyi wunakunleja neyi,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
Return to your land and to your relatives,Funtaku kwituña deyi nikudi antaña jeyi,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
And I will deal well with you,nawa ami nakakwilila yuma yayiwahi,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
I am unworthy of all the loyal love and of all the faithfulness,ami hinnashikilimu kummwekeshela kukeña kwakashinshi nikashinshi kejima,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
That you have shown toward your servant,kiwunammwekesheli ami kambuñeyiku,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
For with only my staff I crossed this Jordan,muloña chinazambukili iwu Yodani nadiña hohu namukombu wami,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
And now I have become two camps,ilaña ichi nekali yilombu yiyedi,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
Save me I pray you from the hand of my brother Esau,Nakulombi nami ñamwini kuchikasa chamanakwami Esawu,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
For I am afraid of him that he may come and attack me,muloña inakumutiya woma nami hekwawu wukunlukuka,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
As well as the mothers and their children,kushilahu anyana niamama jawu,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
And you have said,Nawa eyi wahosheli neyi,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
I will certainly deal well with you,Chalala ami nakakwilila yuma yayiwahi,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
And I will make your offspring like the grains of sand of the sea,nawa nakakuvulishila anyaneyi neyi wusekulula wakukaluñalwiji,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
Which are too numerous to count,wasweja kuvula chakukañanya kuwuchinda,Biblical prayer,Class 1 (mu-),,Subject agreement wu-
And he spent the night there,Nawa wakaamini wufuku wejima kwenoku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Then he took some of his possessions as a gift for Esau his brother,Kuhiñahu wanonelihu maheta indi amakwawu kulonda amwinki manakwindi Esawu ekali chawaana,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
200 female goats 20 male goats,ampembi anyikaji 200 ampembi ayizamba 20,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
200 female sheep 20 rams,anyikoku anyikaji 200 anyikoku ayizamba 20,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
30 camels nursing their young,angameli anakwamusha 30,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
40 cows 10 bulls,añombi anyikaji 40 añombi ayizamba 10,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
20 female donkeys and 10 full-grown male donkeys,ayimbuulu anyikaji 20 niayimbuulu ayizamba anapami 10,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
He handed them over to his servants,Wayihanini kudi ambuñindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
One drove after another,hamukanka hamukanka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And he said to his servants,nawa wayilejeli ambuñindi nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Cross over ahead of me,Zambukenu mutwaminiku,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And you are to set a space between one drove and the next,nawa hakachi kamukanka wumu nimukanka wukwawu mushiyeñahu iluña,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
He also commanded the first one,Cheñi walejeli watachi nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
In case Esau my brother should meet you and ask,Neyi manakwami Esawu yakubulakana nawa yakwihula nindi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
To whom do you belong and where are you going,Eyi wudi muntu wanyi wunakuya kudihi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And to whom do these ahead of you belong,nawa iyi yimuna yidi hambidi yeyi yanyi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Then you should say,dichi eyi waakuli neyi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
To your servant Jacob,Nidi wakambuñeyi Yakoba,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
It is a gift sent to my lord to Esau,Ichi hichawaana chinakutemesheliwu eyi Esawu,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And look he himself is also behind us,nawa yomweni niyena nakwinza hanyima yetu,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And he commanded also the second the third and all those following the droves,Cheñi walejeli niwamuchiyedi niwamuchisatu niejima alondeleleña munyima yanyikanka yayimuna nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
According to this word you are to speak to Esau when you meet him,Awa diwu mazu imwatela kumuleja Esawu neyi mumubulakana,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And you should also say,Nawa mwatela kuhosha cheñi nenu,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Here is your servant Jacob behind us,Kambuñeyi Yakoba nakwinza hanyima yetu,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
For he said to himself,Muloña wadihoshesha nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
If I appease him by sending a gift ahead of me,Neyi nukumutiyisha kuwaha kuhitila mukumutemeshelañahu dehi chawaana,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Then afterward when I see him he may give me a kindly reception,hadaha chinadimona nindi wukuntambwila chiwahi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
So the gift crossed over ahead of him,Dichi ambuñindi azambukili nanichi chawaana nakutwaminaku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But he himself spent the night in the camp,ilaña Yakoba wakaamini muchilombu wuna wufuku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Later during that night he rose and took his two wives,Chimwahitili mpinji muwowuna wufuku wanyamukili hamu nawañodi jindi ayedi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And his two female servants,ambuñindi ayedi awambanda,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And his 11 young sons,nianyanindi 11 awamayala,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And crossed over the ford of Jabbok,nakuzambuka hamwaaba waYaboki,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
So he took them and brought them across the stream,Dichi wayisendeli nakuyizambwisha kaloña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And he brought over everything else he had,nawa wazambwishili niyuma yejima yadiñayi nayu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Finally Jacob was left by himself,Nkumininaku Yakoba washalili nkawindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Then a man began to wrestle with him,Hohenohu iyala wumu watachikili kulwisha nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Until the dawn broke,sampu nichikwachili,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
When he saw that he had not prevailed over him,Chamweniyi nindi nakañanyi kumushinda,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
He touched the socket of his hip,wamukwatili mulukuma,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And the socket of Jacob hip was dislocated during his wrestling with him,nawa lukuma lwaYakoba lwachiñumukili halwishileñayi nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
After that he said,Kuhiñahu iwu iyala wahosheli nindi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Let me go for the dawn is breaking,Ñuumbiku niyeña muloña hikukucha,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
To this he said,Ilaña yena wahosheli nindi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
I am not going to let you go until you bless me,Nukukuumbaku wanyi sampu wunankiswili,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
So he said to him,Dichi wamwihwili nindi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
What is your name,Ijina deyi yeyinyi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
To which he said,yena waakwili nindi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
I am Jacob,Yami Yakoba,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Then he said,Kuhiñahu wamulejeli nindi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Your name will no longer be Jacob but Israel,Ijina deyi hidikwikala cheñi Yakobaku ilaña dikwikala Isarela,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
For you have contended with God and with men,muloña wunalwishi naNzambi ninawantu,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And you have at last prevailed,nkumininaku wunemiki mushindu,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
In turn Jacob inquired,Yakoba niyena wamwilili nindi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Tell me please your name,Nleji ijina deyi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
However he said,Ilaña yena wamwihwili nindi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Why is it that you ask my name,Muloñadi chiwunakuñihwila ijina dami,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
With that he blessed him there,Hohenohu wamukiswilili kwenoku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
So Jacob named the place Peniel,Dichi Yakoba watuumbili idi iluña nindi Peniyeli,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For he said,muloña wahosheli nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
I have seen God face-to-face,Namumoni Nzambi mesu-namesu,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Yet my life was preserved,ilaña nafwi wanyi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And the sun rose upon him,Nawa itena damuseleleli cheliliyi tuhu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
As soon as he passed by Penuel,yapandakani Penuweli,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But he was limping because of his hip,ilaña wadiña nakubalakata muloña walukuma lwindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That is why to this day the sons of Israel are not accustomed to eat the thigh sinew,Dihafuma nikulelu anyana kaIsarela awamayala kubula kuda musisa wekata,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Which is on the socket of the hip joint,wekala mulutuñu lwalukuma,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Because he touched the socket of Jacob hip joint by the thigh sinew,muloña iwu iyala wakwatili mulukuma lwaYakoba kumusisa wekata,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Jacob then went on his way and the angels of God met up with him,Kuhiñahu Yakoba wayili kwawu nawa wadibulakeni nawañelu jaNzambi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
As soon as he saw them Jacob said This is the camp of God,Chayimweniyi tuhu Yakoba wahosheli nindi Ichi hichilombu chaNzambi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
So he named that place Mahanaim,Dichi idi iluña wadituumbili nindi Mahanayimi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Then Jacob sent messengers ahead of him to his brother Esau in the land of Seir,Kuhiñahu Yakoba watemesheli tuñanda hambidi yindi nakuya kudi manakwindi Esawu mwituña daSeyiri,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The territory of Edom,iluña damuEdomi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And he commanded them This is what you will say to my lord to Esau,nawa wayilejeli nindi Awa diwu mazu imukumuleja mwanta wami Esawu nenu,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
This is what your servant Jacob says,Kambuñeyi Yakoba nahoshi nindi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
I have resided with Laban for a long time until now,Ami nashakami naLabani mafuku amavulu kushika nihayinu mpinji,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And I have acquired bulls donkeys sheep and male and female servants,Nawa naheti ayizamba awañombi ayimbuulu anyikoku ambuña awamayala niawambanda,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
And I send this message to inform my lord,natemeshi awa mazu akukuleja eyi mwanta wami,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
In order to find favor in your eyes,kulonda wuntiyi kuwaha,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Now Jacob raised his eyes and saw Esau coming,Dichi wafumbwili mesu indi nawa wamweni Esawu nakwinza,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And 400 men were with him,hamu nawamayala 400,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
